station,date,visibility,wd,ws,rh,tempc,
OKBK,1/19/17 6:00,3.11,10,6.9,72.2,16,
OKBK,1/19/17 7:00,3.11,130,8.05,77.14,16,
OKBK,1/19/17 7:32,2.8,110,5.75,87.83,15,
OKBK,1/19/17 8:00,1.86,110,4.6,87.83,15,
OKBK,1/19/17 9:00,2.49,120,6.9,87.83,15,
OKBK,1/19/17 10:00,3.11,140,12.65,87.83,15,
OKBK,1/19/17 11:00,3.11,130,13.8,82.37,16,
OKBK,1/19/17 12:00,2.49,130,14.95,87.92,16,
OKBK,1/19/17 13:00,4.35,140,13.8,82.5,17,
OKBK,1/19/17 14:00,3.73,130,8.05,82.5,17,
OKBK,1/19/17 15:00,4.35,20,5.75,87.92,16,
OKBK,1/19/17 16:00,4.35,10,6.9,93.69,14,
OKBK,1/19/17 17:00,6.21,30,6.9,82.12,14,
OKBK,1/19/17 18:00,6.21,20,5.75,76.82,14,
OKBK,1/19/17 19:00,6.21,30,5.75,76.82,14,
OKBK,1/19/17 20:00,6.21,20,4.6,76.82,14,
OKBK,1/19/17 21:00,6.21,10,5.75,81.99,13,
OKBK,1/19/17 22:00,4.35,360,3.45,81.99,13,
OKBK,1/19/17 23:00,4.35,360,4.6,81.99,13,
OKBK,1/20/17 0:00,4.35,0,0,81.99,13,
OKBK,1/20/17 1:00,4.35,10,5.75,81.99,13,
OKBK,1/20/17 2:00,4.35,40,4.6,82.12,14,
OKBK,1/20/17 3:00,4.35,0,0,93.55,11,
OKBK,1/20/17 4:00,2.49,340,6.9,93.6,12,
OKBK,1/20/17 5:00,2.49,350,5.75,81.99,13,
OKBK,1/20/17 6:00,2.49,330,8.05,82.12,14,
OKBK,1/20/17 7:00,2.49,330,8.05,76.98,15,
OKBK,1/20/17 8:00,3.73,340,9.2,67.75,17,
OKBK,1/20/17 9:00,3.73,340,11.5,67.75,17,
OKBK,1/20/17 10:00,4.35,350,9.2,59.74,19,
OKBK,1/20/17 11:00,4.35,340,9.2,59.74,19,
OKBK,1/20/17 12:00,4.35,340,9.2,59.97,20,
OKBK,1/20/17 12:59,4.35,340,10.35,52.51,20,
OKBK,1/20/17 14:00,4.35,340,8.05,55.88,19,
OKBK,1/20/17 15:00,4.35,340,4.6,67.75,17,
OKBK,1/20/17 16:00,4.35,330,6.9,59.26,17,
OKBK,1/20/17 17:00,4.35,340,10.35,51.72,17,
OKBK,1/20/17 18:00,4.35,330,6.9,58.77,15,
OKBK,1/20/17 19:00,3.73,270,3.45,71.45,12,
OKBK,1/20/17 20:00,4.35,280,3.45,71.45,12,
OKBK,1/20/17 21:00,3.73,260,3.45,81.61,10,
OKBK,1/20/17 22:00,4.97,320,5.75,66.7,12,
OKBK,1/20/17 23:00,6.21,330,5.75,66.7,12,
OKBK,1/21/17 0:00,4.97,330,9.2,71.45,12,
OKBK,1/21/17 1:00,4.35,330,6.9,71.45,12,
OKBK,1/21/17 2:00,3.73,320,6.9,76.34,11,
OKBK,1/21/17 3:00,3.73,340,8.05,76.5,12,
OKBK,1/21/17 4:00,2.49,330,9.2,76.34,11,
OKBK,1/21/17 5:00,3.11,290,4.6,81.74,11,
OKBK,1/21/17 6:00,3.11,340,6.9,66.91,13,
OKBK,1/21/17 7:00,3.11,350,6.9,62.69,14,
OKBK,1/21/17 8:00,3.11,350,6.9,58.77,15,
OKBK,1/21/17 9:00,3.73,340,8.05,51.72,17,
OKBK,1/21/17 10:00,3.73,350,9.2,45.04,17,
OKBK,1/21/17 11:00,3.73,10,8.05,39.72,19,
OKBK,1/21/17 12:00,4.35,350,4.6,34.51,19,
OKBK,1/21/17 12:59,6.21,360,3.45,34.51,19,
OKBK,1/21/17 14:00,6.21,0,0,39.43,18,
OKBK,1/21/17 15:00,6.21,130,6.9,45.04,17,
OKBK,1/21/17 16:00,6.21,110,3.45,45.04,17,
OKBK,1/21/17 17:00,6.21,210,3.45,67.33,15,
OKBK,1/21/17 18:00,6.21,0,0,62.92,15,
OKBK,1/21/17 19:00,6.21,0,0,67.12,14,
OKBK,1/21/17 20:00,6.21,0,0,62.69,14,
OKBK,1/21/17 21:00,6.21,180,4.6,71.64,13,
OKBK,1/21/17 22:00,6.21,0,0,87.47,11,
OKBK,1/21/17 23:00,6.21,0,0,87.47,11,
OKBK,1/22/17 0:00,6.21,190,3.45,87.37,10,
OKBK,1/22/17 1:00,6.21,0,0,93.45,9,
OKBK,1/22/17 2:00,6.21,0,0,93.45,9,
OKBK,1/22/17 3:00,6.21,0,0,87.37,10,
OKBK,1/22/17 4:00,4.35,10,4.6,81.74,11,
OKBK,1/22/17 5:00,3.73,20,3.45,76.5,12,
OKBK,1/22/17 6:00,4.97,0,0,67.12,14,
OKBK,1/22/17 7:00,4.97,50,4.6,48.28,17,
OKBK,1/22/17 8:00,6.21,80,3.45,42.28,18,
OKBK,1/22/17 9:00,6.21,50,4.6,39.43,18,
OKBK,1/22/17 10:00,6.21,0,0,34.8,20,
OKBK,1/22/17 11:00,6.21,10,3.45,32.43,20,
OKBK,1/22/17 12:00,6.21,0,0,32.43,20,
OKBK,1/22/17 13:00,6.21,0,0,32.43,20,
OKBK,1/22/17 14:00,6.21,0,0,37.03,19,
OKBK,1/22/17 15:00,6.21,0,0,39.14,17,
OKBK,1/22/17 16:00,6.21,0,0,47.72,15,
OKBK,1/22/17 17:00,6.21,0,0,50.91,14,
OKBK,1/22/17 18:00,6.21,350,12.65,44.76,16,
OKBK,1/22/17 19:00,6.21,360,11.5,54.86,15,
OKBK,1/22/17 20:00,6.21,340,11.5,51.18,15,
OKBK,1/22/17 21:00,6.21,340,16.1,54.6,14,
OKBK,1/22/17 22:00,6.21,340,16.1,62.46,13,
OKBK,1/22/17 23:00,6.21,350,16.1,66.7,12,
OKBK,1/23/17 0:00,4.97,350,16.1,66.7,12,
OKBK,1/23/17 1:00,4.97,340,17.25,66.7,12,
OKBK,1/23/17 2:00,4.97,340,13.8,66.48,11,
OKBK,1/23/17 3:00,4.97,350,11.5,66.48,11,
OKBK,1/23/17 4:00,4.35,350,8.05,71.07,10,
OKBK,1/23/17 5:00,4.35,340,6.9,66.48,11,
OKBK,1/23/17 6:00,4.97,340,11.5,62.23,12,
OKBK,1/23/17 7:00,4.97,340,11.5,58.02,12,
OKBK,1/23/17 8:00,4.97,340,14.95,54.34,13,
OKBK,1/23/17 9:00,6.21,340,16.1,50.91,14,
OKBK,1/23/17 10:00,6.21,340,14.95,47.72,15,
OKBK,1/23/17 11:00,6.21,330,14.95,41.71,16,
OKBK,1/23/17 12:00,6.21,340,14.95,39.14,17,
OKBK,1/23/17 13:00,6.21,340,16.1,38.85,16,
OKBK,1/23/17 14:00,6.21,340,13.8,41.71,16,
OKBK,1/23/17 15:00,6.21,340,16.1,44.47,15,
OKBK,1/23/17 16:00,6.21,320,9.2,47.44,14,
OKBK,1/23/17 17:00,6.21,330,10.35,47.44,14,
OKBK,1/23/17 18:00,6.21,330,10.35,50.91,14,
OKBK,1/23/17 19:00,6.21,340,9.2,54.34,13,
OKBK,1/23/17 20:00,6.21,330,9.2,62.23,12,
OKBK,1/23/17 21:00,6.21,320,8.05,61.99,11,
OKBK,1/23/17 22:00,6.21,300,9.2,61.76,10,
OKBK,1/23/17 23:00,6.21,300,8.05,61.76,10,
OKBK,1/24/17 0:00,6.21,320,6.9,70.88,9,
OKBK,1/24/17 1:00,6.21,320,8.05,66.05,9,
OKBK,1/24/17 2:00,6.21,310,8.05,70.68,8,
OKBK,1/24/17 3:00,6.21,300,8.05,70.68,8,
OKBK,1/24/17 4:00,6.21,310,9.2,65.83,8,
OKBK,1/24/17 5:00,6.21,310,9.2,61.52,9,
OKBK,1/24/17 6:00,6.21,320,10.35,53.81,11,
OKBK,1/24/17 7:00,6.21,320,12.65,50.64,13,
OKBK,1/24/17 8:00,6.21,320,18.4,41.42,15,
OKBK,1/24/17 9:00,6.21,320,19.55,36.45,17,
OKBK,1/24/17 10:00,6.21,340,19.55,33.93,17,
OKBK,1/24/17 11:00,6.21,340,18.4,27.55,18,
OKBK,1/24/17 12:00,6.21,340,17.25,34.22,18,
OKBK,1/24/17 12:59,6.21,340,16.1,23.77,18,
OKBK,1/24/17 14:00,6.21,340,14.95,27.27,17,
OKBK,1/24/17 15:00,6.21,340,11.5,33.64,16,
OKBK,1/24/17 16:00,6.21,340,11.5,31.28,16,
OKBK,1/24/17 17:00,6.21,350,9.2,33.35,15,
OKBK,1/24/17 18:00,6.21,330,9.2,41.13,14,
OKBK,1/24/17 19:00,6.21,310,5.75,46.88,12,
OKBK,1/24/17 20:00,6.21,250,8.05,53,8,
OKBK,1/24/17 21:00,6.21,290,3.45,53,8,
OKBK,1/24/17 22:00,6.21,0,0,53,8,
OKBK,1/24/17 23:00,6.21,320,4.6,56.74,7,
OKBK,1/25/17 0:00,6.21,0,0,60.79,6,
OKBK,1/25/17 1:00,6.21,320,5.75,60.79,6,
OKBK,1/25/17 2:00,6.21,260,4.6,69.88,4,
OKBK,1/25/17 3:00,6.21,260,4.6,69.88,4,
OKBK,1/25/17 4:00,6.21,280,3.45,65.16,5,
OKBK,1/25/17 5:00,6.21,270,6.9,56.74,7,
OKBK,1/25/17 6:00,6.21,270,6.9,46.31,10,
OKBK,1/25/17 7:00,6.21,300,8.05,40.54,12,
OKBK,1/25/17 8:00,6.21,350,10.35,30.98,15,
OKBK,1/25/17 9:00,6.21,330,10.35,25.32,17,
OKBK,1/25/17 10:00,6.21,350,10.35,22.06,18,
OKBK,1/25/17 11:00,6.21,330,6.9,20.46,18,
OKBK,1/25/17 12:00,6.21,340,6.9,17.81,19,
OKBK,1/25/17 13:00,6.21,340,8.05,17.81,19,
OKBK,1/25/17 14:00,6.21,350,5.75,18.96,18,
OKBK,1/25/17 15:00,6.21,360,3.45,18.71,17,
OKBK,1/25/17 16:00,6.21,0,0,24.49,14,
OKBK,1/25/17 17:00,6.21,0,0,27.91,12,
OKBK,1/25/17 18:00,6.21,180,6.9,37.38,11,
OKBK,1/25/17 19:00,6.21,170,8.05,49.81,10,
OKBK,1/25/17 20:00,6.21,180,8.05,57.26,9,
OKBK,1/25/17 21:00,6.21,180,8.05,61.28,8,
OKBK,1/25/17 22:00,6.21,180,6.9,65.61,7,
OKBK,1/25/17 23:00,6.21,160,10.35,65.61,7,
OKBK,1/26/17 0:00,6.21,170,6.9,65.61,7,
OKBK,1/26/17 1:00,6.21,150,6.9,65.61,7,
OKBK,1/26/17 2:00,6.21,160,3.45,70.28,6,
OKBK,1/26/17 3:00,6.21,160,8.05,70.28,6,
OKBK,1/26/17 4:00,6.21,170,4.6,65.38,6,
OKBK,1/26/17 5:00,6.21,160,3.45,57,8,
OKBK,1/26/17 6:00,6.21,180,9.2,34.98,12,
OKBK,1/26/17 7:00,6.21,170,13.8,24.76,15,
OKBK,1/26/17 8:00,6.21,170,16.1,18.96,18,
OKBK,1/26/17 9:00,6.21,170,17.25,16.74,20,
OKBK,1/26/17 10:00,6.21,170,17.25,15.73,21,
OKBK,1/26/17 11:00,6.21,160,18.4,15.73,21,
OKBK,1/26/17 12:00,6.21,130,16.1,34.51,19,
OKBK,1/26/17 13:00,6.21,130,17.25,36.74,18,
OKBK,1/26/17 14:00,6.21,130,18.4,45.04,17,
OKBK,1/26/17 15:00,6.21,140,18.4,48,16,
OKBK,1/26/17 16:00,6.21,140,18.4,55.12,16,
OKBK,1/26/17 17:00,6.21,130,18.4,59.01,16,
OKBK,1/26/17 18:00,6.21,140,19.55,55.37,17,
OKBK,1/26/17 19:00,6.21,140,17.25,59.26,17,
OKBK,1/26/17 20:00,6.21,150,20.7,63.38,17,
OKBK,1/26/17 21:00,6.21,150,18.4,67.54,16,
OKBK,1/26/17 22:00,6.21,160,18.4,63.15,16,
OKBK,1/26/17 23:00,6.21,160,19.55,62.92,15,
OKBK,1/27/17 0:00,6.21,160,20.7,54.86,15,
OKBK,1/27/17 1:00,6.21,160,21.85,47.72,15,
OKBK,1/27/17 2:00,6.21,150,23,41.42,15,
OKBK,1/27/17 3:00,6.21,150,23,38.85,16,
OKBK,1/27/17 4:00,4.35,150,25.3,38.85,16,
OKBK,1/27/17 5:00,3.11,160,27.6,33.64,16,
OKBK,1/27/17 6:00,1.24,160,29.9,29.06,16,
OKBK,1/27/17 7:00,0.62,170,26.45,27.27,17,
OKBK,1/27/17 8:00,0.93,170,21.85,22.33,19,
OKBK,1/27/17 9:00,1.06,170,21.85,18.55,22,
OKBK,1/27/17 10:00,4.35,290,18.4,25.13,23,
OKBK,1/27/17 11:00,3.73,300,14.95,21.5,22,
OKBK,1/27/17 12:00,2.17,320,11.5,32.72,21,
OKBK,1/27/17 13:00,2.49,340,9.2,37.61,21,
OKBK,1/27/17 14:00,3.73,330,11.5,40.29,21,
OKBK,1/27/17 15:00,4.35,310,6.9,42.85,20,
OKBK,1/27/17 16:00,4.97,320,6.9,45.32,18,
OKBK,1/27/17 17:00,6.21,260,5.75,54.86,15,
OKBK,1/27/17 18:00,6.21,280,5.75,58.52,14,
OKBK,1/27/17 19:00,6.21,310,3.45,54.86,15,
OKBK,1/27/17 20:00,6.21,0,0,58.52,14,
OKBK,1/27/17 21:00,6.21,190,5.75,66.48,11,
OKBK,1/27/17 22:00,6.21,190,4.6,71.07,10,
OKBK,1/27/17 23:00,6.21,210,4.6,66.48,11,
OKBK,1/28/17 0:00,6.21,160,4.6,71.07,10,
OKBK,1/28/17 1:00,6.21,220,4.6,71.07,10,
OKBK,1/28/17 2:00,6.21,0,0,76.01,9,
OKBK,1/28/17 3:00,6.21,0,0,75.84,8,
OKBK,1/28/17 4:00,6.21,180,4.6,71.07,10,
OKBK,1/28/17 5:00,6.21,0,0,66.7,12,
OKBK,1/28/17 6:00,4.35,0,0,51.18,15,
OKBK,1/28/17 7:00,3.73,0,0,37.03,19,
OKBK,1/28/17 8:00,3.73,0,0,26.43,21,
OKBK,1/28/17 9:00,3.73,300,5.75,21.24,21,
OKBK,1/28/17 10:00,2.49,330,16.1,22.86,21,
OKBK,1/28/17 11:00,2.49,340,13.8,24.32,20,
OKBK,1/28/17 12:00,2.49,340,12.65,26.15,20,
OKBK,1/28/17 12:59,2.49,360,13.8,26.15,20,
OKBK,1/28/17 14:00,3.11,350,14.95,27.83,19,
OKBK,1/28/17 15:00,3.11,350,14.95,33.93,17,
OKBK,1/28/17 16:00,4.35,350,13.8,29.35,17,
OKBK,1/28/17 17:00,4.35,340,13.8,29.06,16,
OKBK,1/28/17 18:00,4.35,340,13.8,33.35,15,
OKBK,1/28/17 19:00,4.35,350,11.5,35.57,14,
OKBK,1/28/17 20:00,6.21,340,10.35,35.57,14,
OKBK,1/28/17 21:00,6.21,340,10.35,37.97,13,
OKBK,1/28/17 22:00,6.21,340,11.5,37.97,13,
OKBK,1/28/17 23:00,6.21,360,9.2,40.54,12,
OKBK,1/29/17 0:00,6.21,350,8.05,43.32,11,
OKBK,1/29/17 1:00,6.21,360,6.9,43.32,11,
OKBK,1/29/17 2:00,6.21,360,5.75,49.81,10,
OKBK,1/29/17 3:00,6.21,0,0,61.03,7,
OKBK,1/29/17 4:00,6.21,270,3.45,65.38,6,
OKBK,1/29/17 5:00,4.35,0,0,61.28,8,
OKBK,1/29/17 6:00,4.35,280,3.45,50.36,12,
OKBK,1/29/17 7:00,3.73,290,3.45,41.42,15,
OKBK,1/29/17 8:00,4.35,320,5.75,29.06,16,
OKBK,1/29/17 9:00,4.97,350,8.05,27.27,17,
OKBK,1/29/17 10:00,4.35,340,10.35,23.77,18,
OKBK,1/29/17 11:00,4.97,350,13.8,23.77,18,
OKBK,1/29/17 12:00,4.97,340,11.5,25.6,18,
OKBK,1/29/17 13:00,4.97,330,12.65,25.6,18,
OKBK,1/29/17 14:00,4.97,330,13.8,29.35,17,
OKBK,1/29/17 15:00,6.21,360,11.5,36.16,16,
OKBK,1/29/17 16:00,6.21,350,17.25,35.87,15,
OKBK,1/29/17 17:00,6.21,350,16.1,41.13,14,
OKBK,1/29/17 18:00,6.21,350,13.8,43.9,13,
OKBK,1/29/17 19:00,6.21,350,14.95,40.54,12,
OKBK,1/29/17 20:00,6.21,350,11.5,46.59,11,
OKBK,1/29/17 21:00,6.21,360,13.8,46.59,11,
OKBK,1/29/17 22:00,6.21,360,13.8,49.81,10,
OKBK,1/29/17 23:00,6.21,350,11.5,57.52,10,
OKBK,1/30/17 0:00,6.21,350,12.65,61.52,9,
OKBK,1/30/17 1:00,6.21,350,12.65,61.52,9,
OKBK,1/30/17 2:00,6.21,350,13.8,65.83,8,
OKBK,1/30/17 3:00,6.21,350,12.65,65.83,8,
OKBK,1/30/17 4:00,4.35,350,10.35,65.83,8,
OKBK,1/30/17 5:00,6.21,350,12.65,65.83,8,
OKBK,1/30/17 6:00,6.21,360,13.8,49.81,10,
OKBK,1/30/17 7:00,6.21,10,13.8,43.61,12,
OKBK,1/30/17 8:00,6.21,360,11.5,40.54,12,
OKBK,1/30/17 9:00,6.21,350,10.35,35.28,13,
OKBK,1/30/17 10:00,6.21,330,10.35,33.05,14,
OKBK,1/30/17 11:00,6.21,350,9.2,28.77,15,
OKBK,1/30/17 12:00,6.21,350,11.5,28.77,15,
OKBK,1/30/17 13:00,6.21,340,10.35,26.7,15,
OKBK,1/30/17 14:00,6.21,340,9.2,24.49,14,
OKBK,1/30/17 15:00,6.21,330,6.9,28.2,13,
OKBK,1/30/17 16:00,6.21,320,3.45,32.17,11,
OKBK,1/30/17 17:00,6.21,0,0,36.78,9,
OKBK,1/30/17 18:00,6.21,0,0,42.14,7,
OKBK,1/30/17 19:00,6.21,0,0,42.14,7,
OKBK,1/30/17 20:00,6.21,170,3.45,41.84,6,
OKBK,1/30/17 21:00,6.21,180,5.75,44.85,5,
OKBK,1/30/17 22:00,6.21,150,3.45,44.85,5,
OKBK,1/30/17 23:00,6.21,170,4.6,44.85,5,
OKBK,1/31/17 0:00,6.21,180,5.75,41.84,6,
OKBK,1/31/17 1:00,6.21,170,4.6,44.85,5,
OKBK,1/31/17 2:00,6.21,170,3.45,44.85,5,
OKBK,1/31/17 3:00,6.21,160,2.3,41.84,6,
OKBK,1/31/17 4:00,6.21,0,0,45.14,6,
OKBK,1/31/17 5:00,6.21,0,0,45.73,8,
OKBK,1/31/17 6:00,6.21,200,3.45,43.32,11,
OKBK,1/31/17 7:00,6.21,160,4.6,41.13,14,
OKBK,1/31/17 8:00,4.97,140,12.65,38.85,16,
OKBK,1/31/17 9:00,4.97,130,17.25,42,17,
OKBK,1/31/17 10:00,4.97,140,17.25,42.28,18,
OKBK,1/31/17 11:00,6.21,140,18.4,45.32,18,
OKBK,1/31/17 12:00,6.21,140,16.1,45.32,18,
OKBK,1/31/17 13:00,6.21,140,14.95,45.32,18,
OKBK,1/31/17 14:00,6.21,140,16.1,51.72,17,
OKBK,1/31/17 15:00,6.21,140,13.8,59.26,17,
OKBK,1/31/17 16:00,6.21,130,10.35,63.15,16,
OKBK,1/31/17 17:00,6.21,150,6.9,59.01,16,
OKBK,1/31/17 18:00,6.21,160,10.35,63.38,17,
OKBK,1/31/17 19:00,6.21,170,11.5,67.75,17,
OKBK,1/31/17 20:00,4.97,280,10.35,72.01,15,
OKBK,1/31/17 21:00,6.21,280,6.9,67.12,14,
OKBK,1/31/17 22:00,4.97,320,8.05,41.42,15,
OKBK,1/31/17 23:00,4.97,320,13.8,33.05,14,
OKBK,2/1/17 0:00,4.97,320,12.65,35.28,13,
OKBK,2/1/17 1:00,4.35,330,11.5,37.67,12,
OKBK,2/1/17 2:00,6.21,320,14.95,40.54,12,
OKBK,2/1/17 3:00,6.21,320,10.35,46.59,11,
OKBK,2/1/17 4:00,4.35,320,12.65,46.59,11,
OKBK,2/1/17 5:00,4.35,320,11.5,50.08,11,
OKBK,2/1/17 6:00,4.35,330,14.95,46.88,12,
OKBK,2/1/17 7:00,6.21,340,14.95,41.13,14,
OKBK,2/1/17 8:00,6.21,330,19.55,36.16,16,
OKBK,2/1/17 9:00,6.21,340,14.95,33.93,17,
OKBK,2/1/17 10:00,4.35,350,17.25,27.55,18,
OKBK,2/1/17 11:00,4.35,350,18.4,25.6,18,
OKBK,2/1/17 12:00,6.21,340,16.1,22.33,19,
OKBK,2/1/17 13:00,6.21,340,17.25,20.72,19,
OKBK,2/1/17 14:00,6.21,340,17.25,22.06,18,
OKBK,2/1/17 15:00,6.21,330,14.95,25.32,17,
OKBK,2/1/17 16:00,6.21,340,11.5,29.06,16,
OKBK,2/1/17 17:00,6.21,350,8.05,33.05,14,
OKBK,2/1/17 22:00,6.21,360,18.4,57.52,10,
OKBK,2/1/17 23:00,6.21,360,14.95,61.52,9,
OKBK,2/2/17 0:00,6.21,10,13.8,53,8,
OKBK,2/2/17 1:00,6.21,360,17.25,36.48,8,
OKBK,2/2/17 2:00,6.21,360,12.65,33.49,7,
OKBK,2/2/17 3:00,6.21,360,13.8,30.98,7,
OKBK,2/2/17 4:00,6.21,350,17.25,30.98,7,
OKBK,2/2/17 5:00,6.21,340,18.4,30.98,7,
OKBK,2/2/17 6:00,4.97,330,20.7,30.98,7,
OKBK,2/2/17 7:00,3.11,330,21.85,28.93,8,
OKBK,2/2/17 8:00,2.8,340,19.55,24.99,9,
OKBK,2/2/17 9:00,2.8,340,19.55,21.59,10,
OKBK,2/2/17 10:00,2.8,330,20.7,17.2,11,
OKBK,2/2/17 11:00,3.11,320,19.55,17.45,12,
OKBK,2/2/17 12:00,3.11,320,20.7,17.2,11,
OKBK,2/2/17 12:59,3.11,330,21.85,15.86,11,
OKBK,2/2/17 14:00,2.8,320,19.55,16.95,10,
OKBK,2/2/17 15:00,3.73,310,14.95,16.95,10,
OKBK,2/2/17 16:00,6.21,330,11.5,21.31,9,
OKBK,2/2/17 17:00,6.21,320,11.5,21.31,9,
OKBK,2/2/17 18:00,6.21,340,19.55,28.93,8,
OKBK,2/2/17 19:00,6.21,340,16.1,36.18,7,
OKBK,2/2/17 20:00,4.97,340,16.1,35.87,6,
OKBK,2/2/17 21:00,3.11,340,20.7,41.54,5,
OKBK,2/2/17 22:00,3.11,340,20.7,41.54,5,
OKBK,2/2/17 23:00,3.11,330,19.55,41.54,5,
OKBK,2/3/17 0:00,3.73,320,16.1,41.24,4,
OKBK,2/3/17 1:00,3.73,320,18.4,41.24,4,
OKBK,2/3/17 2:00,3.73,320,18.4,38.15,4,
OKBK,2/3/17 3:00,4.35,320,17.25,38.15,4,
OKBK,2/3/17 4:00,3.73,320,13.8,40.93,3,
OKBK,2/3/17 5:00,4.97,340,12.65,41.54,5,
OKBK,2/3/17 6:00,4.97,320,16.1,38.75,6,
OKBK,2/3/17 7:00,6.21,340,18.4,36.48,8,
OKBK,2/3/17 8:00,6.21,340,17.25,34.09,9,
OKBK,2/3/17 9:00,6.21,330,16.1,29.52,10,
OKBK,2/3/17 10:00,6.21,340,17.25,25.56,11,
OKBK,2/3/17 11:00,6.21,340,18.4,23.93,12,
OKBK,2/3/17 12:00,6.21,340,17.25,22.13,12,
OKBK,2/3/17 12:59,6.21,340,18.4,20.46,12,
OKBK,2/3/17 14:00,6.21,330,13.8,20.46,12,
OKBK,2/3/17 15:00,6.21,330,11.5,21.86,11,
OKBK,2/3/17 16:00,6.21,310,8.05,24.99,9,
OKBK,2/3/17 17:00,6.21,290,5.75,26.45,7,
OKBK,2/3/17 18:00,6.21,280,6.9,32.88,5,
OKBK,2/3/17 19:00,6.21,260,2.3,30.38,5,
OKBK,2/3/17 20:00,6.21,0,0,32.58,4,
OKBK,2/3/17 21:00,6.21,0,0,34.96,3,
OKBK,2/3/17 22:00,6.21,270,3.45,34.96,3,
OKBK,2/3/17 23:00,6.21,290,3.45,37.53,2,
OKBK,2/4/17 0:00,6.21,260,4.6,43.34,0,
OKBK,2/4/17 1:00,6.21,230,4.6,43.04,-1,
OKBK,2/4/17 2:00,6.21,210,4.6,43.04,-1,
OKBK,2/4/17 3:00,6.21,230,5.75,46.02,-3,
OKBK,2/4/17 4:00,6.21,220,4.6,46.32,-2,
OKBK,2/4/17 5:00,6.21,230,3.45,32.27,3,
OKBK,2/4/17 6:00,6.21,260,4.6,26.45,7,
OKBK,2/4/17 7:00,6.21,300,4.6,21.86,11,
OKBK,2/4/17 8:00,6.21,300,8.05,18.9,12,
OKBK,2/4/17 9:00,6.21,310,9.2,17.7,13,
OKBK,2/4/17 10:00,6.21,330,9.2,15.31,14,
OKBK,2/4/17 11:00,6.21,320,10.35,15.55,15,
OKBK,2/4/17 12:00,6.21,350,12.65,15.55,15,
OKBK,2/4/17 13:00,6.21,360,11.5,15.55,15,
OKBK,2/4/17 14:00,6.21,360,9.2,16.58,14,
OKBK,2/4/17 15:00,6.21,350,9.2,19.16,13,
OKBK,2/4/17 16:00,6.21,350,8.05,25.85,12,
OKBK,2/4/17 17:00,6.21,360,5.75,27.62,11,
OKBK,2/4/17 18:00,6.21,0,0,35.87,6,
OKBK,2/4/17 19:00,6.21,280,4.6,35.57,5,
OKBK,2/4/17 20:00,6.21,300,3.45,38.15,4,
OKBK,2/4/17 21:00,6.21,0,0,37.84,3,
OKBK,2/4/17 22:00,6.21,200,4.6,34.96,3,
OKBK,2/4/17 23:00,6.21,170,4.6,34.65,2,
OKBK,2/5/17 0:00,6.21,160,4.6,37.22,1,
OKBK,2/5/17 1:00,6.21,180,4.6,43.34,0,
OKBK,2/5/17 2:00,6.21,160,4.6,43.34,0,
OKBK,2/5/17 3:00,6.21,160,5.75,43.34,0,
OKBK,2/5/17 4:00,6.21,180,6.9,43.34,0,
OKBK,2/5/17 5:00,6.21,180,3.45,35.26,4,
OKBK,2/5/17 6:00,6.21,0,0,28.93,8,
OKBK,2/5/17 7:00,6.21,300,3.45,25.56,11,
OKBK,2/5/17 8:00,6.21,310,6.9,19.42,14,
OKBK,2/5/17 9:00,6.21,310,6.9,18.46,16,
OKBK,2/5/17 10:00,6.21,320,6.9,17.07,16,
OKBK,2/5/17 11:00,6.21,360,4.6,16.02,17,
OKBK,2/5/17 13:00,6.21,10,6.9,15.78,16,
OKBK,2/5/17 14:00,6.21,330,4.6,15.78,16,
OKBK,2/5/17 15:00,6.21,0,0,16.83,15,
OKBK,2/5/17 16:00,6.21,120,6.9,32.76,13,
OKBK,2/5/17 17:00,6.21,170,5.75,37.08,10,
OKBK,2/5/17 18:00,6.21,190,6.9,37.38,11,
OKBK,2/5/17 19:00,6.21,200,3.45,39.95,10,
OKBK,2/5/17 20:00,6.21,190,5.75,39.95,10,
OKBK,2/5/17 21:00,6.21,0,0,39.95,10,
OKBK,2/5/17 22:00,6.21,220,3.45,42.73,9,
OKBK,2/5/17 23:00,6.21,170,4.6,49.24,8,
OKBK,2/6/17 0:00,6.21,240,3.45,49.24,8,
OKBK,2/6/17 1:00,6.21,200,3.45,45.73,8,
OKBK,2/6/17 2:00,6.21,310,3.45,45.73,8,
OKBK,2/6/17 3:00,6.21,310,3.45,48.96,7,
OKBK,2/6/17 4:00,6.21,360,9.2,49.24,8,
OKBK,2/6/17 5:00,6.21,310,4.6,39.95,10,
OKBK,2/6/17 6:00,6.21,280,5.75,34.69,11,
OKBK,2/6/17 7:00,6.21,320,4.6,28.2,13,
OKBK,2/6/17 8:00,6.21,240,3.45,22.95,15,
OKBK,2/6/17 9:00,6.21,340,8.05,17.32,17,
OKBK,2/6/17 10:00,6.21,340,8.05,17.32,17,
OKBK,2/6/17 11:00,6.21,340,10.35,17.56,18,
OKBK,2/6/17 12:00,6.21,340,10.35,16.26,18,
OKBK,2/6/17 13:00,6.21,350,10.35,16.26,18,
OKBK,2/6/17 14:00,6.21,350,6.9,16.26,18,
OKBK,2/6/17 15:00,6.21,360,5.75,18.46,16,
OKBK,2/6/17 16:00,6.21,340,4.6,22.68,14,
OKBK,2/6/17 17:00,6.21,0,0,27.62,11,
